chrom,start,end
1,117320055,117320567
1,58190221,58190733
1,168995270,168995782
1,218073453,218073965
1,165922211,165922723
1,172531341,172531853
1,214453428,214453940
1,163968581,163969093
1,111520394,111520906
1,11696919,11697431
1,179169062,179169574
1,192921454,192921966
1,28249803,28250315
1,46676255,46676767
1,232549596,232550108
1,43648419,43648931
1,247113107,247113619
1,239079716,239080228
1,165403937,165404449
1,101336705,101337217
1,10429508,10430020
1,42143893,42144405
1,217437349,217437861
1,25861902,25862414
1,165261324,165261836
1,108357747,108358259
1,161225204,161225716
1,12392820,12393332
1,115530587,115531099
1,385045,385557
1,143699426,143699938
1,4674733,4675245
1,97182982,97183494
1,120072017,120072529
1,142377921,142378433
1,201718863,201719375
1,345876,346388
1,56408026,56408538
1,107273501,107274013
1,160869533,160870045
1,232149468,232149980
1,138423885,138424397
1,162610572,162611084
1,173852372,173852884
1,231759856,231760368
1,13868944,13869456
1,212268304,212268816
1,60029787,60030299
1,40471862,40472374
1,165123134,165123646
1,70713925,70714437
1,10236988,10237500
1,110528371,110528883
1,169669251,169669763
1,94497626,94498138
1,142945266,142945778
1,100159330,100159842
1,194138354,194138866
1,139990174,139990686
1,166963265,166963777
1,203182924,203183436
1,222049872,222050384
1,185606909,185607421
1,39112338,39112850
1,241119019,241119531
1,80836534,80837046
1,135457627,135458139
1,224101029,224101541
1,138498124,138498636
1,191217058,191217570
1,235690103,235690615
1,120955567,120956079
1,236782130,236782642
1,77431825,77432337
1,87529333,87529845
1,196399379,196399891
1,177453244,177453756
1,122519725,122520237
1,1098646,1099158
1,132798989,132799501
1,217027361,217027873
1,170412931,170413443
1,140050130,140050642
1,218987870,218988382
1,222093438,222093950
1,178521640,178522152
1,160805097,160805609
1,111209663,111210175
1,164498338,164498850
1,84573306,84573818
1,40127873,40128385
1,234026417,234026929
1,40996746,40997258
1,121519640,121520152
1,219382246,219382758
1,202594447,202594959
1,6871394,6871906
1,60895565,60896077
1,160888948,160889460
1,145072482,145072994
1,34077875,34078387
1,94257707,94258219
1,85447730,85448242
1,106029755,106030267
1,136103004,136103516
1,199497645,199498157
1,73189937,73190449
1,61510398,61510910
1,109108766,109109278
1,119148642,119149154
1,119840447,119840959
1,69647147,69647659
1,45580346,45580858
1,143118295,143118807
1,191827545,191828057
1,246955702,246956214
1,12615487,12615999
1,43887845,43888357
1,165647997,165648509
1,125936606,125937118
1,190705889,190706401
1,191095480,191095992
1,109194687,109195199
1,201731043,201731555
1,230615721,230616233
1,205610013,205610525
1,113726094,113726606
1,22445379,22445891
1,154625864,154626376
1,108717049,108717561
1,20498349,20498861
1,149835551,149836063
1,84381115,84381627
1,154419338,154419850
1,160398223,160398735
1,165578075,165578587
1,55238276,55238788
1,193034740,193035252
1,21080068,21080580
1,157746310,157746822
1,54388222,54388734
1,8432784,8433296
1,215545559,215546071
1,82292391,82292903
1,23001742,23002254
1,232516674,232517186
1,141845406,141845918
1,245134051,245134563
1,172620067,172620579
1,49843581,49844093
1,32229522,32230034
1,22016883,22017395
1,670370,670882
1,208472823,208473335
1,199681285,199681797
1,92395815,92396327
1,10567733,10568245
1,103247015,103247527
1,115864834,115865346
1,221868495,221869007
1,24544940,24545452
1,215120131,215120643
1,199665731,199666243
1,75715130,75715642
1,225223829,225224341
1,215606265,215606777
1,157336136,157336648
1,58712100,58712612
1,169103866,169104378
1,158408747,158409259
1,22897543,22898055
1,99186496,99187008
1,125677789,125678301
1,203942912,203943424
1,89693160,89693672
1,33237738,33238250
1,60216661,60217173
1,131583986,131584498
1,10575179,10575691
1,205797294,205797806
1,105244199,105244711
1,219392183,219392695
1,64958846,64959358
1,62815517,62816029
1,204923734,204924246
1,117600080,117600592
1,131666160,131666672
1,71721624,71722136
1,109856581,109857093
1,38785821,38786333
1,28817485,28817997
1,117052038,117052550
1,167782280,167782792
1,228323289,228323801
1,4267760,4268272
1,168697387,168697899
1,42312918,42313430
1,245232769,245233281
1,244457597,244458109
1,166886916,166887428
1,160929587,160930099
1,241211677,241212189
1,31709972,31710484
1,143318736,143319248
1,7530924,7531436
1,127805076,127805588
1,46991278,46991790
1,153944997,153945509
1,107946701,107947213
1,82217827,82218339
1,194743930,194744442
1,189954985,189955497
1,16942511,16943023
1,103670089,103670601
1,32545972,32546484
1,26341163,26341675
1,176379801,176380313
1,115915681,115916193
1,186386531,186387043
1,217366015,217366527
1,120778010,120778522
1,245522934,245523446
1,241858878,241859390
1,51356901,51357413
1,177150644,177151156
1,105999541,106000053
1,91071157,91071669
1,32206726,32207238
1,5958915,5959427
1,147186883,147187395
1,53229467,53229979
1,110971583,110972095
1,127632004,127632516
1,132761057,132761569
1,209417649,209418161
1,91038469,91038981
1,155197543,155198055
1,172633957,172634469
1,152639978,152640490
1,56322954,56323466
1,227389718,227390230
1,106986083,106986595
1,197534401,197534913
1,205829398,205829910
1,42847855,42848367
1,33408729,33409241
1,110265459,110265971
1,227719159,227719671
1,165853395,165853907
1,147136687,147137199
1,174813085,174813597
1,50155659,50156171
1,12670894,12671406
1,139849511,139850023
1,180123856,180124368
1,88621144,88621656
1,176215786,176216298
1,133007900,133008412
1,228122894,228123406
1,19534363,19534875
1,200537345,200537857
1,88346143,88346655
1,210891121,210891633
1,25700022,25700534
1,185787148,185787660
1,80144876,80145388
1,26640945,26641457
1,89544473,89544985
1,241840822,241841334
1,195302170,195302682
1,201387770,201388282
1,247918638,247919150
1,189005825,189006337
1,60819113,60819625
1,164692509,164693021
1,158545582,158546094
1,160766268,160766780
1,22472529,22473041
1,242067922,242068434
1,206866132,206866644
1,115240346,115240858
1,45927207,45927719
1,29005672,29006184
1,48471806,48472318
1,202312595,202313107
1,158233016,158233528
1,154691940,154692452
1,240847177,240847689
1,158128589,158129101
1,162170441,162170953
1,173038594,173039106
1,182857015,182857527
1,154440971,154441483
1,220459060,220459572
1,245122377,245122889
1,125751129,125751641
1,167914127,167914639
1,105060621,105061133
1,182955171,182955683
1,245048168,245048680
1,122082255,122082767
1,216829540,216830052
1,91965784,91966296
1,18609506,18610018
1,219783443,219783955
1,186448980,186449492
1,22322703,22323215
1,220102885,220103397
1,130747640,130748152
1,58027519,58028031
1,154258916,154259428
1,50510622,50511134
1,112080355,112080867
1,200770776,200771288
1,172992665,172993177
1,101996933,101997445
1,50359152,50359664
1,96846973,96847485
1,128143841,128144353
1,215893554,215894066
1,106706610,106707122
1,52461683,52462195
1,52829486,52829998
1,120556393,120556905
1,102091344,102091856
1,238375562,238376074
1,63055212,63055724
1,217057818,217058330
1,169023841,169024353
1,222754643,222755155
1,178331025,178331537
1,77763694,77764206
1,101027272,101027784
1,170665152,170665664
1,90822712,90823224
1,113535823,113536335
1,14523595,14524107
1,124375858,124376370
1,82877894,82878406
1,44526857,44527369
1,108347726,108348238
1,54827648,54828160
1,167260936,167261448
1,248364643,248365155
1,98711485,98711997
1,30463564,30464076
1,132456897,132457409
1,53380850,53381362
1,44367237,44367749
1,191490299,191490811
1,155733313,155733825
1,118839733,118840245
1,95913281,95913793
1,36694519,36695031
1,37218408,37218920
1,167942159,167942671
1,88440995,88441507
1,174888290,174888802
1,93163595,93164107
1,146470540,146471052
1,229772475,229772987
1,184982020,184982532
1,72456915,72457427
1,14304537,14305049
1,78778586,78779098
1,225030697,225031209
1,13861943,13862455
1,243445704,243446216
1,31939401,31939913
1,152362698,152363210
1,166983525,166984037
1,247569327,247569839
1,26856150,26856662
1,142352365,142352877
1,186147655,186148167
1,113143398,113143910
1,10188917,10189429
1,25890444,25890956
1,159774431,159774943
1,236122068,236122580
1,185996330,185996842
1,194388715,194389227
1,114577243,114577755
1,11479320,11479832
1,85536736,85537248
1,66564890,66565402
1,168064262,168064774
1,80421780,80422292
1,98299063,98299575
1,133784307,133784819
1,82147137,82147649
1,164186126,164186638
1,17978311,17978823
1,188905802,188906314
1,197104304,197104816
1,2225654,2226166
1,247059165,247059677
1,150783981,150784493
1,245722093,245722605
1,233197198,233197710
1,115158853,115159365
1,39916383,39916895
1,150100452,150100964
1,142740825,142741337
1,113829081,113829593
1,28242768,28243280
1,27632149,27632661
1,170225263,170225775
1,96364103,96364615
1,198763276,198763788
1,11836460,11836972
1,210949577,210950089
1,57202606,57203118
1,4501437,4501949
1,240782524,240783036
1,52516532,52517044
1,121170889,121171401
1,242988139,242988651
1,159261610,159262122
1,19738669,19739181
1,100948923,100949435
1,106672123,106672635
1,101624202,101624714
1,28619149,28619661
1,49061835,49062347
1,145047079,145047591
1,25274333,25274845
1,100089217,100089729
1,218283772,218284284
1,195083233,195083745
1,26556433,26556945
1,226699508,226700020
1,203242776,203243288
1,13290189,13290701
1,85693652,85694164
1,38958177,38958689
1,73927870,73928382
1,208303198,208303710
1,44740553,44741065
1,73257260,73257772
1,117559761,117560273
1,179223514,179224026
1,45691716,45692228
1,119395435,119395947
1,248149806,248150318
1,92390575,92391087
1,61102378,61102890
1,144559807,144560319
1,2583440,2583952
1,205333047,205333559
1,238534926,238535438
1,221394044,221394556
1,153438667,153439179
1,206300372,206300884
1,35830952,35831464
1,123562802,123563314
1,117124035,117124547
1,211526154,211526666
1,169494388,169494900
1,166650096,166650608
1,154682048,154682560
1,203755253,203755765
1,157422077,157422589
1,52308599,52309111
1,244028218,244028730
1,150160572,150161084
1,48335198,48335710
1,237410033,237410545
1,14046834,14047346
1,127358254,127358766
1,6918113,6918625
1,238266213,238266725
1,132077764,132078276
1,49409322,49409834
1,189385686,189386198
1,52111389,52111901
1,49048077,49048589
1,36219884,36220396
1,24224527,24225039
1,215348191,215348703
1,179445914,179446426
1,188158040,188158552
1,171627870,171628382
1,64041166,64041678
1,155786970,155787482
1,176868414,176868926
1,175077017,175077529
1,62259193,62259705
1,222560060,222560572
1,85279761,85280273
1,36049087,36049599
1,132789001,132789513
1,205318554,205319066
1,247705721,247706233
1,197020828,197021340
1,52326030,52326542
1,105481866,105482378
1,189737524,189738036
1,198497685,198498197
1,147552174,147552686
1,99675412,99675924
1,169308653,169309165
1,72293719,72294231
1,166067085,166067597
1,248328430,248328942
1,69096720,69097232
1,60561957,60562469
1,80661548,80662060
1,196495075,196495587
1,19927136,19927648
1,130952702,130953214
1,1024333,1024845
1,248093121,248093633
1,90063450,90063962
1,24848755,24849267
1,73877114,73877626
1,117162413,117162925
1,184140867,184141379
1,94556085,94556597
1,240277091,240277603
1,137624455,137624967
1,212073656,212074168
1,86706264,86706776
1,134986500,134987012
1,11996568,11997080
1,111185881,111186393
1,123147144,123147656
1,196849214,196849726
1,180895264,180895776
1,158975533,158976045
1,180797544,180798056
1,181468906,181469418
1,96843304,96843816
1,162661734,162662246
1,46336297,46336809
1,90489970,90490482
1,104493956,104494468
1,124493411,124493923
1,94886553,94887065
1,208546016,208546528
1,129295096,129295608
1,219790574,219791086
1,169077150,169077662
1,201399582,201400094
1,6054117,6054629
1,90691735,90692247
1,649734,650246
1,36063347,36063859
1,168461355,168461867
1,40826928,40827440
1,191900854,191901366
1,76529882,76530394
1,165825662,165826174
1,181425949,181426461
1,132934201,132934713
1,217781268,217781780
1,9355636,9356148
1,223006218,223006730
1,12520378,12520890
1,207436461,207436973
1,12596290,12596802
1,209152220,209152732
1,58591547,58592059
1,141971032,141971544
1,80322670,80323182
1,64836758,64837270
1,70915263,70915775
1,240520606,240521118
1,65941893,65942405
1,8480450,8480962
1,154348475,154348987
1,189993012,189993524
1,49315087,49315599
1,35866147,35866659
1,187654582,187655094
1,45852334,45852846
1,204519796,204520308
1,13386232,13386744
1,241379202,241379714
1,180491906,180492418
1,179360616,179361128
1,155977249,155977761
1,132802939,132803451
1,140129090,140129602
1,30772383,30772895
1,15531404,15531916
1,4944703,4945215
1,67990359,67990871
1,212309634,212310146
1,190559360,190559872
1,137156752,137157264
1,117226040,117226552
1,13878623,13879135
1,135676697,135677209
1,3097011,3097523
1,125797414,125797926
1,158209171,158209683
1,57498627,57499139
1,57310744,57311256
1,13642768,13643280
1,206135602,206136114
1,200041080,200041592
1,185759364,185759876
1,3619494,3620006
1,218442436,218442948
1,25133458,25133970
1,179614800,179615312
1,60654848,60655360
1,123160323,123160835
1,201259594,201260106
1,86334950,86335462
1,245118034,245118546
1,129701450,129701962
1,12174367,12174879
1,233244909,233245421
1,95634787,95635299
1,127778755,127779267
1,236110262,236110774
1,136229643,136230155
1,178750203,178750715
1,68573514,68574026
1,93427259,93427771
1,217297036,217297548
1,1384274,1384786
1,246261616,246262128
1,10775585,10776097
1,19790549,19791061
1,55925901,55926413
1,104325695,104326207
1,117265971,117266483
1,15193831,15194343
1,121378398,121378910
1,199923828,199924340
1,67974848,67975360
1,56550807,56551319
1,76347160,76347672
1,145173058,145173570
1,210314021,210314533
1,192145636,192146148
1,70279163,70279675
1,89215208,89215720
1,17828464,17828976
1,171981518,171982030
1,161277675,161278187
1,16367185,16367697
1,73002116,73002628
1,108920515,108921027
1,216425989,216426501
1,204963982,204964494
1,72711579,72712091
1,8439475,8439987
1,112485770,112486282
1,131811548,131812060
1,86340810,86341322
1,10162914,10163426
1,68384702,68385214
1,169954250,169954762
1,187061033,187061545
1,68797998,68798510
1,189494429,189494941
1,220966881,220967393
1,93573604,93574116
1,95688123,95688635
1,17411063,17411575
1,183127340,183127852
1,121848865,121849377
1,89987276,89987788
1,6243059,6243571
1,176382549,176383061
1,238599063,238599575
1,123702412,123702924
1,96243923,96244435
1,154306350,154306862
1,61876071,61876583
1,22963496,22964008
1,150203432,150203944
1,225369250,225369762
1,192510121,192510633
1,185439890,185440402
1,105778268,105778780
1,94195162,94195674
1,146681953,146682465
1,22573798,22574310
1,93918936,93919448
1,177976855,177977367
1,115228785,115229297
1,225718653,225719165
1,80223044,80223556
1,93677024,93677536
1,190948645,190949157
1,101779626,101780138
1,143940940,143941452
1,54279582,54280094
1,213302554,213303066
1,91764594,91765106
1,218557936,218558448
1,131937628,131938140
1,127388963,127389475
1,119894996,119895508
1,1761711,1762223
1,53035329,53035841
1,22684428,22684940
1,66954603,66955115
1,94480829,94481341
1,211076402,211076914
1,127709066,127709578
1,26157762,26158274
1,168217200,168217712
1,98091111,98091623
1,70011230,70011742
1,25102256,25102768
1,55750004,55750516
1,210206273,210206785
1,174314015,174314527
1,20149581,20150093
1,237281798,237282310
1,25213121,25213633
1,63074916,63075428
1,173000174,173000686
1,74099856,74100368
1,133038897,133039409
1,213801557,213802069
1,5297741,5298253
1,84826,85338
1,152128628,152129140
1,153066769,153067281
1,86589340,86589852
1,126730910,126731422
1,127252814,127253326
1,61454561,61455073
1,220649573,220650085
1,47362552,47363064
1,13048393,13048905
1,144638016,144638528
1,246163801,246164313
1,56794357,56794869
1,102668990,102669502
1,96346568,96347080
1,113952502,113953014
1,105342837,105343349
1,24521436,24521948
1,206652192,206652704
1,212702589,212703101
1,71125589,71126101
1,44822729,44823241
1,53167046,53167558
1,68313875,68314387
1,112081,112593
1,81064393,81064905
1,57363173,57363685
1,131751090,131751602
1,157668942,157669454
1,149533083,149533595
1,171380926,171381438
1,623460,623972
1,12640847,12641359
1,88602752,88603264
1,221320316,221320828
1,45927135,45927647
1,73356991,73357503
1,104955773,104956285
1,39524114,39524626
1,25968242,25968754
1,30188642,30189154
1,129699680,129700192
1,154451668,154452180
1,175465570,175466082
1,43619566,43620078
1,133334992,133335504
1,21351537,21352049
1,16103837,16104349
1,113471639,113472151
1,209431499,209432011
1,172578733,172579245
1,247406624,247407136
1,82688548,82689060
1,23262751,23263263
1,35838553,35839065
1,241162001,241162513
1,201250179,201250691
1,93975202,93975714
1,81649122,81649634
1,109441007,109441519
1,10738753,10739265
1,17493810,17494322
1,60748508,60749020
1,185251527,185252039
1,156632251,156632763
1,76953364,76953876
1,171270400,171270912
1,6657366,6657878
1,64647589,64648101
1,172246800,172247312
1,186741541,186742053
1,57675336,57675848
1,120293637,120294149
1,194782226,194782738
1,192544068,192544580
1,146079892,146080404
1,194953006,194953518
1,242439658,242440170
1,33050412,33050924
1,30902179,30902691
1,157734506,157735018
1,229278350,229278862
1,221489146,221489658
1,37189881,37190393
1,15604200,15604712
1,218961872,218962384
1,101390935,101391447
1,100440990,100441502
1,76440887,76441399
1,209821893,209822405
1,58868007,58868519
1,117736269,117736781
1,242743116,242743628
1,232197823,232198335
1,9910466,9910978
1,96318613,96319125
1,211830300,211830812
1,222097922,222098434
1,215233301,215233813
1,197405607,197406119
1,169219821,169220333
1,94551984,94552496
1,11530212,11530724
1,197128819,197129331
1,180938627,180939139
1,78274663,78275175
1,146570385,146570897
1,9527275,9527787
1,172586071,172586583
1,101085456,101085968
1,105726705,105727217
1,153078392,153078904
1,69158787,69159299
1,186266911,186267423
1,247873720,247874232
1,204860765,204861277
1,196457788,196458300
1,124886651,124887163
1,217207634,217208146
1,201374367,201374879
1,67432469,67432981
1,120128882,120129394
1,239324848,239325360
1,97963051,97963563
1,188059013,188059525
1,205170429,205170941
1,127980715,127981227
1,7687768,7688280
1,157530002,157530514
1,125007999,125008511
1,121053917,121054429
1,205571250,205571762
1,102251163,102251675
1,26683954,26684466
1,99608988,99609500
1,34907837,34908349
1,11070043,11070555
