chrom,start,end,label
X,136207828,136208852,1
15,76203891,76204915,0
3,81537080,81538104,1
16,2817449,2818473,0
17,41055182,41056206,0
12,52768744,52769768,0
11,56137602,56138626,0
X,107640980,107642004,1
14,95094137,95095161,1
15,48613045,48614069,1
14,102032419,102033443,1
10,32779030,32780054,0
19,4538587,4539611,0
3,46902768,46903792,1
19,7482188,7483212,0
6,13814108,13815132,0
11,26678763,26679787,0
12,113007963,113008987,0
17,50194032,50195056,1
12,76862901,76863925,0
6,49453691,49454715,1
2,233767858,233768882,1
21,44851537,44852561,0
14,50757071,50758095,0
14,73192721,73193745,1
11,61951831,61952855,1
3,38138978,38140002,1
19,41970284,41971308,1
21,33579480,33580504,1
14,31026140,31027164,0
3,18394463,18395487,1
15,90257217,90258241,0
7,95316772,95317796,0
11,35315089,35316113,1
17,80198145,80199169,0
17,74544797,74545821,0
8,18061402,18062426,1
1,223766378,223767402,0
3,108470780,108471804,0
X,69957087,69958111,1
2,166226587,166227611,1
5,87349304,87350328,1
10,99836239,99837263,0
1,201364336,201365360,1
16,5082615,5083639,1
2,201545577,201546601,0
12,88111856,88112880,0
17,50196340,50197364,1
13,24316019,24317043,0
19,38527777,38528801,1
17,40799739,40800763,0
15,77031225,77032249,1
14,30560815,30561839,0
1,229432393,229433417,1
X,101397855,101398879,1
15,52112665,52113689,0
19,18266837,18267861,0
12,6011666,6012690,1
8,24956248,24957272,1
5,75663395,75664419,0
10,92834808,92835832,0
14,74484483,74485507,1
12,121453133,121454157,1
15,48456682,48457706,1
3,184386115,184387139,0
14,61996048,61997072,0
17,15230858,15231882,0
19,34482182,34483206,0
5,112841059,112842083,0
2,112028371,112029395,1
6,123337631,123338655,0
10,102160718,102161742,0
12,69350194,69351218,1
1,23092890,23093914,0
13,95552755,95553779,1
10,49478386,49479410,1
22,19196584,19197608,0
1,94047039,94048063,1
3,123284682,123285706,1
10,43114488,43115512,1
3,122284985,122286009,0
2,32116196,32117220,1
20,63439698,63440722,1
5,139480853,139481877,1
15,48415633,48416657,1
1,107642687,107643711,0
9,35065358,35066382,1
17,82128519,82129543,0
17,42543495,42544519,1
10,48817351,48818375,0
1,160610759,160611783,0
12,49185714,49186738,1
19,17726997,17728021,0
20,63439704,63440728,1
2,219537949,219538973,0
20,44931841,44932865,0
21,44313984,44315008,0
19,47275155,47276179,0
7,75813412,75814436,0
14,23390401,23391425,0
6,28166590,28167614,0
7,94404711,94405735,1
10,75108141,75109165,0
2,47471062,47472086,1
4,39205726,39206750,1
10,87508507,87509531,1
10,77090433,77091457,1
X,53210820,53211844,1
15,51404592,51405616,1
5,35790271,35791295,0
11,61959516,61960540,1
X,101398785,101399809,1
4,56506055,56507079,0
2,166002575,166003599,1
7,117540230,117541254,1
12,40507017,40508041,0
11,15221513,15222537,0
2,24799729,24800753,0
14,67727013,67728037,1
X,22227511,22228535,1
7,255869,256893,1
7,30752232,30753256,0
11,61959517,61960541,1
11,5352081,5353105,0
13,75849112,75850136,0
1,237454396,237455420,1
11,5227019,5228043,1
17,68368550,68369574,0
22,37098426,37099450,1
22,26536184,26537208,0
11,72230799,72231823,1
6,24588656,24589680,0
5,131647159,131648183,1
13,113520717,113521741,0
2,47783427,47784451,1
4,2659615,2660639,0
21,46388764,46389788,0
14,23428540,23429564,1
2,71669680,71670704,1
10,68459144,68460168,1
19,36951078,36952102,0
4,76144427,76145451,0
12,47844859,47845883,1
17,74881082,74882106,0
2,5692899,5693923,1
21,45537880,45538904,0
19,51948647,51949671,0
18,58537018,58538042,0
22,50032087,50033111,0
2,166039424,166040448,1
5,37049239,37050263,1
18,31592986,31594010,1
12,51686389,51687413,1
6,110815043,110816067,1
7,39339726,39340750,0
16,88433940,88434964,0
2,201209388,201210412,1
2,1744455,1745479,1
17,45990016,45991040,0
5,137870935,137871959,1
22,50626937,50627961,1
6,112068282,112069306,1
5,73565755,73566779,0
1,155904494,155905518,1
15,88907356,88908380,0
7,144400132,144401156,1
22,37142486,37143510,1
3,30672316,30673340,1
19,41968836,41969860,1
19,12896417,12897441,1
20,62334260,62335284,0
17,75847841,75848865,1
1,229432329,229433353,1
2,71551635,71552659,1
15,44755375,44756399,0
14,76803445,76804469,0
2,188995065,188996089,1
3,149198448,149199472,0
12,52791233,52792257,1
17,81906760,81907784,1
7,138745256,138746280,1
19,34394013,34395037,1
19,7267825,7268849,1
11,134145989,134147013,1
17,42339328,42340352,1
X,71110295,71111319,1
13,95641704,95642728,1
16,31363214,31364238,0
20,9384333,9385357,1
19,56442594,56443618,0
3,21850759,21851783,0
19,57909760,57910784,0
12,64062938,64063962,1
18,21508556,21509580,1
18,63979835,63980859,0
9,124854258,124855282,0
X,141879379,141880403,0
6,32746387,32747411,0
1,3891607,3892631,0
1,9245386,9246410,0
X,71224123,71225147,1
17,41827568,41828592,0
3,52409877,52410901,1
17,42911016,42912040,1
15,51537615,51538639,0
12,105152394,105153418,0
19,22181431,22182455,0
22,36265600,36266624,0
5,162142271,162143295,1
9,137163764,137164788,1
X,71555223,71556247,1
17,50191805,50192829,1
7,140046993,140048017,0
11,49059064,49060088,0
14,31599348,31600372,1
3,149186723,149187747,1
5,140841554,140842578,0
15,63922794,63923818,0
12,112489069,112490093,1
1,54852372,54853396,1
20,35286917,35287941,0
8,64580975,64581999,0
12,40489564,40490588,0
10,93640987,93642011,1
X,71223967,71224991,1
3,100713749,100714773,1
2,29017807,29018831,0
14,75069224,75070248,0
16,5072954,5073978,1
18,31592974,31593998,1
3,129532364,129533388,1
1,196676018,196677042,1
17,1754359,1755383,0
10,93700060,93701084,0
16,16212193,16213217,1
6,73362730,73363754,1
11,128911743,128912767,1
14,102229356,102230380,0
X,38369817,38370841,1
11,69296043,69297067,0
7,123629064,123630088,0
17,44867829,44868853,1
12,63668285,63669309,0
14,28767987,28769011,1
5,178187136,178188160,0
10,100989271,100990295,1
X,18642083,18643107,1
6,89616641,89617665,0
19,3589892,3590916,1
19,46411670,46412694,0
12,57764755,57765779,1
20,63446826,63447850,1
8,60830569,60831593,1
6,32581563,32582587,0
10,87864334,87865358,1
6,52026025,52027049,0
11,134069085,134070109,1
19,52212721,52213745,1
3,10149856,10150880,1
17,43045761,43046785,1
1,12009693,12010717,1
6,54940890,54941914,0
3,48581732,48582756,1
3,37012099,37013123,1
2,165998156,165999180,1
1,179564715,179565739,1
15,55340661,55341685,0
X,38408883,38409907,1
2,151465104,151466128,0
11,76926607,76927631,0
2,117817639,117818663,0
6,121446879,121447903,1
2,46380276,46381300,1
2,74462332,74463356,1
18,23539941,23540965,1
10,102346443,102347467,0
14,105588119,105589143,0
6,161785793,161786817,1
19,14473554,14474578,0
10,5742188,5743212,0
12,92802646,92803670,0
3,150928029,150929053,1
7,142392270,142393294,0
2,135649909,135650933,0
15,82346874,82347898,0
1,11996157,11997181,1
15,48463905,48464929,1
X,68838820,68839844,1
17,50195656,50196680,1
16,88835251,88836275,1
X,134475189,134476213,1
7,99876384,99877408,0
19,44011362,44012386,0
14,61721575,61722599,1
19,15192091,15193115,1
X,153726142,153727166,1
4,5994377,5995401,0
7,101004748,101005772,0
16,86567457,86568481,1
2,189004348,189005372,1
6,41161457,41162481,1
19,51964950,51965974,0
X,38403695,38404719,1
12,109259033,109260057,0
12,50352039,50353063,0
10,42820527,42821551,1
19,4909617,4910641,0
22,46335766,46336790,1
3,97784981,97786005,1
22,42619804,42620828,1
19,40472733,40473757,0
1,94041387,94042411,1
1,43346903,43347927,1
17,59210674,59211698,1
9,137163766,137164790,1
5,140834796,140835820,0
19,12350258,12351282,0
20,33034277,33035301,0
11,130209734,130210758,1
19,55892121,55893145,0
17,66220697,66221721,0
2,102718982,102720006,0
10,93613205,93614229,1
X,78658072,78659096,0
12,132621535,132622559,1
17,75273545,75274569,1
3,38606709,38607733,1
22,20063339,20064363,1
17,31259050,31260074,1
4,1213028,1214052,1
19,41869108,41870132,1
22,37232857,37233881,1
19,7267833,7268857,1
X,38323399,38324423,1
14,20699417,20700441,0
1,16129440,16130464,1
16,74774639,74775663,1
15,88872016,88873040,0
9,135504123,135505147,0
20,63444714,63445738,1
12,6044368,6045392,0
15,45097691,45098715,1
X,139530816,139531840,1
7,94411066,94412090,1
3,55474477,55475501,1
2,88978584,88979608,0
15,48600217,48601241,1
7,154794095,154795119,1
11,118198037,118199061,0
1,237828390,237829414,1
19,58368875,58369899,0
16,81061486,81062510,0
7,3301758,3302782,0
14,36662968,36663992,1
2,241767734,241768758,1
11,5679844,5680868,0
7,150951615,150952639,1
2,140450633,140451657,1
9,132989785,132990809,1
10,71851221,71852245,1
12,52646750,52647774,1
12,102844404,102845428,1
1,17024041,17025065,1
X,141241609,141242633,0
X,154954011,154955035,1
12,108561086,108562110,0
12,4685185,4686209,0
1,225318592,225319616,0
2,165996084,165997108,1
19,18785987,18787011,1
17,72122804,72123828,1
14,104714228,104715252,0
19,18162983,18164007,1
12,102840493,102841517,1
11,112086910,112087934,1
19,14972881,14973905,0
8,141479310,141480334,0
3,158649111,158650135,0
17,46010324,46011348,1
7,94409592,94410616,1
12,110346280,110347304,1
20,1230003,1231027,0
7,94427646,94428670,1
1,42830524,42831548,0
1,1232896,1233920,1
4,6301849,6302873,1
3,122282161,122283185,1
1,226064403,226065427,1
7,30632297,30633321,1
4,155852222,155853246,1
8,22177929,22178953,1
14,50182521,50183545,1
6,32530141,32531165,0
3,189864349,189865373,1
10,47322871,47323895,1
1,1050449,1051473,1
19,8966520,8967544,0
18,12337445,12338469,1
11,61908172,61909196,0
2,42288248,42289272,0
1,173914582,173915606,1
15,78098567,78099591,0
X,71223931,71224955,1
2,72888596,72889620,1
X,115192202,115193226,0
10,47143,48167,1
3,113661018,113662042,0
12,6044349,6045373,1
6,49457761,49458785,1
2,132785012,132786036,0
17,7900392,7901416,1
12,47987113,47988137,1
3,25736086,25737110,1
5,17632427,17633451,0
12,79690012,79691036,0
13,52024922,52025946,1
16,85170272,85171296,0
12,57569290,57570314,1
11,5544800,5545824,0
17,8076670,8077694,1
20,63314087,63315111,0
5,132867015,132868039,1
5,177489515,177490539,0
2,237575086,237576110,0
14,30889762,30890786,1
6,31054460,31055484,0
6,110246206,110247230,0
3,114236317,114237341,0
X,154969438,154970462,1
16,69319539,69320563,1
8,86632768,86633792,1
12,109581403,109582427,1
13,51958543,51959567,1
X,37796133,37797157,1
5,157471668,157472692,1
10,13172753,13173777,0
X,141905478,141906502,0
9,109119887,109120911,0
8,431344,432368,0
2,67403997,67405021,0
9,69053193,69054217,1
2,202467567,202468591,1
4,158682270,158683294,1
5,37341164,37342188,1
7,94423039,94424063,1
11,89227904,89228928,1
11,59211211,59212235,0
5,70946126,70947150,1
7,5987357,5988381,0
2,32144957,32145981,1
1,159205564,159206588,0
1,154170417,154171441,1
19,44430314,44431338,0
3,136343882,136344906,0
4,56441804,56442828,1
11,75566582,75567606,1
4,157136872,157137896,1
20,63276630,63277654,0
2,47024330,47025354,0
4,105386625,105387649,1
13,46343334,46344358,0
20,34893606,34894630,0
11,8641102,8642126,0
17,42544051,42545075,1
2,162282494,162283518,1
12,49954317,49955341,1
2,143040620,143041644,0
12,49026431,49027455,1
11,2572984,2574008,1
1,1050575,1051599,1
19,15189030,15190054,1
X,21737597,21738621,1
19,12431958,12432982,0
2,188996479,188997503,1
19,15087696,15088720,0
22,46282007,46283031,0
17,47971226,47972250,0
11,2160829,2161853,1
1,229432029,229433053,1
5,843630,844654,0
16,4885635,4886659,0
19,7463848,7464872,0
10,70741007,70742031,0
10,11869765,11870789,0
8,38429738,38430762,1
12,20862826,20863850,0
7,19116766,19117790,1
5,75705757,75706781,0
3,189890863,189891887,1
16,56872768,56873792,1
12,21801157,21802181,1
19,35736795,35737819,1
4,41671587,41672611,0
19,55154030,55155054,1
12,95300618,95301642,0
19,15192137,15193161,1
11,101961859,101962883,0
2,24793223,24794247,1
1,11998997,12000021,1
2,27578626,27579650,0
2,27508073,27509097,0
12,47994041,47995065,1
19,21049549,21050573,0
3,101682404,101683428,0
1,16989739,16990763,1
11,61132295,61133319,0
15,66436824,66437848,1
16,89739515,89740539,1
X,23910372,23911396,0
18,5416222,5417246,0
16,2090553,2091577,0
1,11847591,11848615,0
10,93600698,93601722,1
10,72008101,72009125,0
12,40486258,40487282,0
X,154992983,154994007,1
6,131623365,131624389,1
1,2025598,2026622,0
19,6737470,6738494,0
9,35801947,35802971,1
1,114713909,114714933,1
11,72233098,72234122,1
3,75741276,75742300,0
6,24515243,24516267,1
12,51915392,51916416,1
13,23862336,23863360,0
12,10997434,10998458,0
17,80363784,80364808,0
2,178713977,178715001,0
14,64468693,64469717,0
5,141178764,141179788,0
14,31395279,31396303,0
19,45352235,45353259,1
19,23374700,23375724,0
5,162149125,162150149,1
11,2583462,2584486,1
1,1420203,1421227,0
X,103787904,103788928,1
11,2572979,2574003,1
22,26027158,26028182,0
19,40700387,40701411,1
7,140781602,140782626,1
12,7652640,7653664,0
5,170108274,170109298,1
X,71136440,71137464,1
19,18786040,18787064,1
5,141173004,141174028,0
10,93500222,93501246,0
X,9967542,9968566,0
9,131510401,131511425,1
X,71223795,71224819,1
17,7675161,7676185,1
12,6022841,6023865,1
7,94406295,94407319,1
2,27481061,27482085,1
3,177047528,177048552,1
15,27989601,27990625,1
17,75278219,75279243,1
3,88140191,88141215,0
12,49026277,49027301,1
12,55401192,55402216,0
3,48580047,48581071,1
4,83462657,83463681,0
6,39901913,39902937,1
14,75107384,75108408,0
1,75724811,75725835,1
1,43824858,43825882,0
2,165761928,165762952,1
16,16178884,16179908,1
11,2570668,2571692,1
17,41149517,41150541,0
16,9834191,9835215,1
16,2496681,2497705,1
20,10647960,10648984,1
17,3154337,3155361,0
2,166046930,166047954,1
21,44637476,44638500,0
11,3660289,3661313,0
X,49191730,49192754,1
5,96793832,96794856,0
7,76510869,76511893,0
2,98396449,98397473,1
10,73141429,73142453,0
12,50352889,50353913,0
18,59438119,59439143,1
2,28793938,28794962,1
20,20069753,20070777,0
22,19432586,19433610,0
6,31859879,31860903,1
5,144164247,144165271,1
5,33944709,33945733,1
X,101401631,101402655,1
2,227164727,227165751,1
16,172914,173938,1
1,180803598,180804622,1
9,6553370,6554394,1
17,50191805,50192829,1
21,30747177,30748201,0
12,56721085,56722109,0
5,79732903,79733927,0
1,161306860,161307884,1
1,197427496,197428520,1
11,5788443,5789467,0
16,72021201,72022225,1
X,139561566,139562590,1
14,73173665,73174689,1
X,53403645,53404669,1
12,132203570,132204594,0
14,34771534,34772558,1
9,95476835,95477859,1
13,113149062,113150086,1
19,15192134,15193158,1
X,14865383,14866407,1
2,86078281,86079305,0
20,63439609,63440633,1
12,113128128,113129152,0
5,140801379,140802403,0
11,5986542,5987566,0
15,67164997,67166021,0
5,37026260,37027284,1
X,111401067,111402091,1
8,144058080,144059104,0
18,49954399,49955423,1
7,128854628,128855652,1
15,55620677,55621701,0
1,1916540,1917564,0
17,50195442,50196466,1
20,23048087,23049111,0
3,114339426,114340450,1
1,229432120,229433144,1
17,1650882,1651906,1
1,152358764,152359788,0
11,1753593,1754617,1
5,45645297,45646321,1
2,165388691,165389715,1
1,119916597,119917621,1
11,57614439,57615463,1
19,43527176,43528200,1
17,75278265,75279289,1
12,12786958,12787982,0
9,34648371,34649395,1
X,18647224,18648248,1
X,154996973,154997997,1
3,45968585,45969609,0
11,15989089,15990113,1
X,154969417,154970441,1
1,179143010,179144034,0
21,14144627,14145651,0
13,72727590,72728614,0
1,42943239,42944263,1
8,142875284,142876308,1
X,22047092,22048116,1
2,237336320,237337344,0
16,30753434,30754458,1
2,112918682,112919706,1
9,91724039,91725063,0
21,45989094,45990118,1
17,7674887,7675911,1
15,45676237,45677261,0
1,204190562,204191586,1
2,229785842,229786866,1
10,85729560,85730584,0
13,21155128,21156152,0
20,53944930,53945954,0
10,133467261,133468285,0
1,170736139,170737163,1
3,38587545,38588569,1
12,109103562,109104586,1
1,119737177,119738201,1
6,33441612,33442636,1
6,30724023,30725047,1
X,1427949,1428973,0
14,100882247,100883271,0
13,20223450,20224474,1
1,228097217,228098241,1
15,42070814,42071838,0
2,39023128,39024152,1
22,22704661,22705685,0
3,16219913,16220937,0
7,17339486,17340510,0
15,66704075,66705099,1
15,48497310,48498334,1
12,40487707,40488731,0
21,36756713,36757737,1
9,130489404,130490428,1
19,44066240,44067264,0
11,108513480,108514504,0
10,17978060,17979084,0
7,141745501,141746525,1
15,43260151,43261175,1
14,73173574,73174598,1
1,161314406,161315430,1
20,63444711,63445735,1
9,37015168,37016192,1
8,144504344,144505368,0
11,4999569,5000593,0
18,13884845,13885869,1
11,77142709,77143733,1
19,50417250,50418274,1
17,41462941,41463965,0
12,4627403,4628427,0
1,156114921,156115945,1
4,165278660,165279684,0
19,18786051,18787075,1
11,78559588,78560612,1
6,46167752,46168776,0
6,145627577,145628601,1
7,23140775,23141799,1
X,17728124,17729148,0
12,77025561,77026585,0
9,137163639,137164663,1
X,18672068,18673092,1
4,87612106,87613130,1
14,68650795,68651819,0
14,93622241,93623265,0
1,17331121,17332145,0
10,79613898,79614922,1
2,32136960,32137984,1
12,52306237,52307261,1
13,20189451,20190475,1
18,47034504,47035528,0
4,127801887,127802911,0
6,169632990,169634014,0
18,11610491,11611515,0
2,127421397,127422421,1
11,12276111,12277135,0
5,148100464,148101488,0
19,55771923,55772947,0
12,124786227,124787251,0
19,49016563,49017587,1
12,6870355,6871379,1
3,58138491,58139515,1
8,144359860,144360884,1
12,112488444,112489468,1
19,12657035,12658059,0
14,94614466,94615490,0
7,76302828,76303852,1
20,47736892,47737916,0
1,200029176,200030200,0
11,532738,533762,1
16,31191431,31192455,1
12,48978653,48979677,1
4,125490015,125491039,1
11,32392014,32393038,1
7,139875594,139876618,1
4,662530,663554,1
15,25371725,25372749,1
15,42728785,42729809,0
11,6617046,6618070,1
16,1587209,1588233,1
4,168276146,168277170,0
9,114668331,114669355,0
11,69087895,69088919,0
5,70938888,70939912,1
7,140777013,140778037,1
14,49607802,49608826,0
11,6393620,6394644,1
19,54633259,54634283,0
X,107649991,107651015,1
5,140114693,140115717,1
2,31188318,31189342,0
X,71109321,71110345,1
14,102032396,102033420,1
11,63217396,63218420,0
12,4912102,4913126,1
15,77032888,77033912,1
1,26354781,26355805,0
2,240983013,240984037,0
21,46215262,46216286,0
1,26164357,26165381,0
15,55916735,55917759,0
22,36566362,36567386,1
4,121380467,121381491,0
6,49456206,49457230,1
20,53253797,53254821,0
6,32847198,32848222,0
17,3062770,3063794,0
20,18543078,18544102,1
9,42129091,42130115,0
7,18654811,18655835,0
15,82833313,82834337,0
16,717425,718449,0
X,101359324,101360348,1
11,64599858,64600882,1
9,33548692,33549716,0
1,214318943,214319967,0
11,31802700,31803724,1
15,63345543,63346567,1
2,90173209,90174233,0
7,83155781,83156805,0
X,123665715,123666739,1
5,1213553,1214577,0
15,44756453,44757477,0
3,129037110,129038134,0
10,45826199,45827223,0
3,10142111,10143135,1
4,174977870,174978894,0
3,50332115,50333139,0
1,40819434,40820458,1
1,26190776,26191800,0
14,50757699,50758723,0
20,10405365,10406389,0
2,71133495,71134519,0
15,55498216,55499240,0
14,91891334,91892358,1
1,6452092,6453116,1
19,13283302,13284326,1
6,161785885,161786909,1
4,168512175,168513199,0
22,24322238,24323262,1
X,67711602,67712626,1
6,151353191,151354215,0
15,48467994,48469018,1
19,46787917,46788941,0
10,24543354,24544378,0
8,54626497,54627521,0
6,32393985,32395009,0
10,86899833,86900857,1
17,81941407,81942431,0
1,169572275,169573299,0
13,48379607,48380631,1
12,124975488,124976512,1
15,48470634,48471658,1
12,103982915,103983939,0
11,66700998,66702022,0
11,6393301,6394325,1
1,94031033,94032057,1
22,49884920,49885944,0
X,74529304,74530328,1
19,15728162,15729186,0
5,132392501,132393525,1
9,137162656,137163680,1
9,133694338,133695362,0
11,61008714,61009738,0
22,29804772,29805796,0
12,49994283,49995307,1
6,31354526,31355550,0
13,42606560,42607584,1
6,28301630,28302654,0
19,11120408,11121432,1
16,367757,368781,0
19,54775198,54776222,0
11,59422439,59423463,0
3,129532264,129533288,1
11,2572848,2573872,1
1,46197821,46198845,1
9,92715401,92716425,1
17,80210880,80211904,0
2,165380715,165381739,1
17,80112001,80113025,1
18,31069076,31070100,0
16,89770258,89771282,1
15,100887578,100888602,1
5,157737954,157738978,0
2,47410287,47411311,1
1,247921847,247922871,0
10,70600770,70601794,1
7,33017461,33018485,1
1,11778791,11779815,0
15,64162961,64163985,1
16,88809784,88810808,1
17,1638896,1639920,0
21,21373867,21374891,0
5,180616482,180617506,1
1,154022171,154023195,0
13,20189484,20190508,1
16,20737873,20738897,1
22,38115592,38116616,1
17,80381694,80382718,0
1,11519413,11520437,0
X,154031431,154032455,1
3,169100918,169101942,1
19,41985090,41986114,1
5,71510630,71511654,0
12,109945336,109946360,0
3,179203765,179204789,1
19,5696253,5697277,1
18,31391193,31392217,1
2,32136877,32137901,1
2,210599382,210600406,1
10,99851537,99852561,0
3,52819464,52820488,0
5,36971002,36972026,1
20,58909553,58910577,1
17,44913291,44914315,1
9,132927229,132928253,1
17,40822120,40823144,1
7,39987885,39988909,0
9,115086115,115087139,0
16,71949873,71950897,0
20,63790727,63791751,0
6,116809541,116810565,0
9,137383374,137384398,0
6,149718012,149719036,0
9,99146553,99147577,1
16,70138987,70140011,0
9,133540980,133542004,1
1,203799200,203800224,0
1,42507021,42508045,0
7,142616201,142617225,0
21,33909117,33910141,0
12,13615145,13616169,1
15,53541070,53542094,0
15,55546387,55547411,0
X,41671463,41672487,1
19,54783763,54784787,0
1,229432425,229433449,1
1,215674446,215675470,1
12,51806770,51807794,1
1,150344201,150345225,1
6,42107331,42108355,0
20,62158810,62159834,0
6,151353458,151354482,0
6,32666525,32667549,0
21,33583576,33584600,1
1,155139987,155141011,1
19,41342230,41343254,1
1,164799868,164800892,1
15,48510137,48511161,1
11,1185767,1186791,0
18,57661207,57662231,1
1,223111257,223112281,0
15,44651559,44652583,0
16,71576373,71577397,0
11,17476776,17477800,1
17,28497138,28498162,0
8,31640156,31641180,0
3,184136634,184137658,1
X,41345494,41346518,1
8,10623146,10624170,1
11,94512574,94513598,0
X,107905593,107906617,1
16,2087916,2088940,1
19,15192058,15193082,1
1,215169230,215170254,0
1,92832117,92833141,1
8,38414867,38415891,1
1,111235703,111236727,0
12,112450416,112451440,1
9,130458582,130459606,1
17,43124094,43125118,1
6,49457977,49459001,1
15,40472055,40473079,1
9,136226827,136227851,0
6,118565798,118566822,0
16,3757993,3759017,1
12,53276761,53277785,0
6,137206981,137208005,1
1,61914626,61915650,0
1,155904475,155905499,1
10,87864504,87865528,1
10,89729222,89730246,0
1,248273610,248274634,0
21,42496186,42497210,1
8,104349126,104350150,0
1,234374284,234375308,1
4,67514352,67515376,0
9,2115838,2116862,1
16,58709550,58710574,0
10,95637327,95638351,1
1,40097237,40098261,1
5,137628408,137629432,1
4,186197044,186198068,1
12,80305695,80306719,0
1,237377349,237378373,1
2,27100517,27101541,0
9,34723747,34724771,0
2,46382433,46383457,0
20,62473507,62474531,1
11,4640013,4641037,0
7,140781609,140782633,1
2,188999367,189000391,1
20,46023376,46024400,0
5,168431367,168432391,0
15,48474566,48475590,1
15,74035800,74036824,0
2,104856493,104857517,1
