chrom,start,end
1,80471188,80472212
1,199302323,199303347
1,107947605,107948629
1,16393761,16394785
1,16310370,16311394
1,195032369,195033393
1,143962798,143963822
1,201999875,202000899
1,4781051,4782075
1,57948330,57949354
1,88110412,88111436
1,118290745,118291769
1,107633780,107634804
1,140514003,140515027
1,26726548,26727572
1,160263144,160264168
1,137639753,137640777
1,188757124,188758148
1,91704242,91705266
1,113325593,113326617
1,144657400,144658424
1,113685115,113686139
1,199783306,199784330
1,99377714,99378738
1,97223996,97225020
1,88891910,88892934
1,74339147,74340171
1,119440561,119441585
1,243545603,243546627
1,70090436,70091460
1,73104936,73105960
1,84846899,84847923
1,140254322,140255346
1,134316884,134317908
1,148711339,148712363
1,16206756,16207780
1,191070987,191072011
1,155310868,155311892
1,208162670,208163694
1,215633765,215634789
1,193453473,193454497
1,46580417,46581441
1,187518800,187519824
1,61715222,61716246
1,214827420,214828444
1,195114725,195115749
1,188635366,188636390
1,153000661,153001685
1,43084588,43085612
1,230082087,230083111
1,30778253,30779277
1,58004356,58005380
1,125191769,125192793
1,107677425,107678449
1,116642805,116643829
1,134218325,134219349
1,228246539,228247563
1,109906132,109907156
1,85831164,85832188
1,135427239,135428263
1,50225784,50226808
1,23776687,23777711
1,159542395,159543419
1,225775523,225776547
1,233709976,233711000
1,198567899,198568923
1,91563029,91564053
1,163131043,163132067
1,123076849,123077873
1,45054909,45055933
1,154271174,154272198
1,12094108,12095132
1,186489901,186490925
1,35419922,35420946
1,168060304,168061328
1,136383106,136384130
1,43648,44672
1,156000652,156001676
1,237228341,237229365
1,150581701,150582725
1,53510482,53511506
1,198369197,198370221
1,179928402,179929426
1,136505227,136506251
1,230823344,230824368
1,147738994,147740018
1,195458197,195459221
1,31744851,31745875
1,2507792,2508816
1,169853742,169854766
1,125270783,125271807
1,205615971,205616995
1,76083244,76084268
1,230698009,230699033
1,33923157,33924181
1,225185961,225186985
1,15202241,15203265
1,43789701,43790725
1,52759915,52760939
1,145918802,145919826
1,186018045,186019069
1,186720666,186721690
1,236503392,236504416
1,80181714,80182738
1,115526145,115527169
1,210782900,210783924
1,16254447,16255471
1,142730418,142731442
1,18353157,18354181
1,117437490,117438514
1,165344098,165345122
1,76683210,76684234
1,4830574,4831598
1,145750564,145751588
1,159539648,159540672
1,182562358,182563382
1,113445530,113446554
1,115890987,115892011
1,222673978,222675002
1,60600070,60601094
1,32137657,32138681
1,210517756,210518780
1,106622930,106623954
1,139220998,139222022
1,64577170,64578194
1,117544710,117545734
1,7211886,7212910
1,124877812,124878836
1,158960265,158961289
1,30198542,30199566
1,231987647,231988671
1,39944687,39945711
1,136866312,136867336
1,170725744,170726768
1,28109860,28110884
1,222234875,222235899
1,152141425,152142449
1,140421988,140423012
1,57588294,57589318
1,74878075,74879099
1,224634720,224635744
1,140697610,140698634
1,32447114,32448138
1,111582159,111583183
1,49672230,49673254
1,155808992,155810016
1,224040328,224041352
1,37180609,37181633
1,46809047,46810071
1,18939043,18940067
1,46164418,46165442
1,122791528,122792552
1,60236435,60237459
1,159841658,159842682
1,70273142,70274166
1,6853219,6854243
1,110930251,110931275
1,222764561,222765585
1,106622687,106623711
1,229221332,229222356
1,16845267,16846291
1,244032295,244033319
1,67308423,67309447
1,227576288,227577312
1,232517725,232518749
1,22387394,22388418
1,153578615,153579639
1,29534338,29535362
1,82390474,82391498
1,41748940,41749964
1,157593386,157594410
1,152610455,152611479
1,61526484,61527508
1,28842823,28843847
1,113741492,113742516
1,64569339,64570363
1,38779677,38780701
1,242911137,242912161
1,68360918,68361942
1,119287839,119288863
1,176969370,176970394
1,123848337,123849361
1,81509847,81510871
1,61752184,61753208
1,61053109,61054133
1,22923001,22924025
1,5237193,5238217
1,91792113,91793137
1,138807982,138809006
1,53665489,53666513
1,79601606,79602630
1,87673981,87675005
1,42002394,42003418
1,78083076,78084100
1,155178358,155179382
1,57536317,57537341
1,124576737,124577761
1,186561424,186562448
1,180811143,180812167
1,70475999,70477023
1,160290410,160291434
1,215717940,215718964
1,58372104,58373128
1,66282624,66283648
1,174907298,174908322
1,99946758,99947782
1,119649497,119650521
1,55426176,55427200
1,43142024,43143048
1,217623173,217624197
1,165432871,165433895
1,239974852,239975876
1,59802872,59803896
1,53881455,53882479
1,194497535,194498559
1,163929138,163930162
1,69974434,69975458
1,124583456,124584480
1,212858400,212859424
1,59174230,59175254
1,189276230,189277254
1,91075592,91076616
1,72384274,72385298
1,43660837,43661861
1,162004258,162005282
1,73463787,73464811
1,6513637,6514661
1,70555513,70556537
1,195157505,195158529
1,26174424,26175448
1,113441785,113442809
1,140130247,140131271
1,215258426,215259450
1,136341349,136342373
1,239392058,239393082
1,218517916,218518940
1,16972409,16973433
1,201076108,201077132
1,28359196,28360220
1,210207099,210208123
1,217561476,217562500
1,120489367,120490391
1,214933733,214934757
1,45321499,45322523
1,46720407,46721431
1,173689379,173690403
1,152868351,152869375
1,154520828,154521852
1,34802662,34803686
1,170508183,170509207
1,192130088,192131112
1,207425166,207426190
1,180323722,180324746
1,232680206,232681230
1,222440290,222441314
1,209928557,209929581
1,116609296,116610320
1,163594111,163595135
1,234504435,234505459
1,244508952,244509976
1,114745910,114746934
1,239645611,239646635
1,138600608,138601632
1,187284799,187285823
1,110087234,110088258
1,134854416,134855440
1,192210764,192211788
1,27972390,27973414
1,162505834,162506858
1,173419785,173420809
1,131245315,131246339
1,13502954,13503978
1,124766825,124767849
1,48323950,48324974
1,109628316,109629340
1,154504231,154505255
1,227278445,227279469
1,244857681,244858705
1,180242808,180243832
1,179026602,179027626
1,199086505,199087529
1,46476108,46477132
1,20071332,20072356
1,144129128,144130152
1,215293032,215294056
1,131456236,131457260
1,186638812,186639836
1,38154528,38155552
1,244715199,244716223
1,215437941,215438965
1,163648050,163649074
1,211110527,211111551
1,116052349,116053373
1,189894730,189895754
1,74521730,74522754
1,94707076,94708100
1,48476257,48477281
1,187448229,187449253
1,83201530,83202554
1,190541315,190542339
1,90220519,90221543
1,114038688,114039712
1,200362976,200364000
1,129962275,129963299
1,67218967,67219991
1,45646131,45647155
1,218788042,218789066
1,49091429,49092453
1,130284817,130285841
1,146629932,146630956
1,61620144,61621168
1,204217396,204218420
1,202832206,202833230
1,68391238,68392262
1,209754732,209755756
1,189583284,189584308
1,28637689,28638713
1,110528236,110529260
1,206397330,206398354
1,232751468,232752492
1,63357719,63358743
1,105507215,105508239
1,165312658,165313682
1,79903805,79904829
1,163232656,163233680
1,27564751,27565775
1,133514173,133515197
1,80134233,80135257
1,168165154,168166178
1,182467982,182469006
1,124559050,124560074
1,162432990,162434014
1,79584112,79585136
1,31152314,31153338
1,208942670,208943694
1,212617545,212618569
1,163299746,163300770
1,202013913,202014937
1,145168258,145169282
1,189019289,189020313
1,38039599,38040623
1,24829207,24830231
1,169826277,169827301
1,131685116,131686140
1,144712738,144713762
1,208508751,208509775
1,149856225,149857249
1,6469628,6470652
1,204821959,204822983
1,68494072,68495096
1,194196101,194197125
1,67899592,67900616
1,221154489,221155513
1,232708258,232709282
1,224052808,224053832
1,88823094,88824118
1,11831600,11832624
1,175582215,175583239
1,27411316,27412340
1,48171775,48172799
1,42409465,42410489
1,103534508,103535532
1,98781996,98783020
1,248486715,248487739
1,76474370,76475394
1,155565942,155566966
1,97132082,97133106
1,113567458,113568482
1,31185937,31186961
1,222725852,222726876
1,112981458,112982482
1,132007319,132008343
1,145406096,145407120
1,228890963,228891987
1,201517445,201518469
1,187335060,187336084
1,36023796,36024820
1,148660343,148661367
1,16412170,16413194
1,18101933,18102957
1,103366514,103367538
1,183088075,183089099
1,28795560,28796584
1,199539877,199540901
1,116248832,116249856
1,225416403,225417427
1,19782189,19783213
1,41752734,41753758
1,60549181,60550205
1,47821897,47822921
1,176752392,176753416
1,91629365,91630389
1,39631548,39632572
1,170375881,170376905
1,66873389,66874413
1,186790871,186791895
1,46488776,46489800
1,20328090,20329114
1,167384183,167385207
1,159790584,159791608
1,191217129,191218153
1,80305294,80306318
1,140984249,140985273
1,22833820,22834844
1,5627615,5628639
1,228735841,228736865
1,245298429,245299453
1,41774653,41775677
1,154907661,154908685
1,117461140,117462164
1,226911821,226912845
1,204669811,204670835
1,92153221,92154245
1,56604100,56605124
1,234173040,234174064
1,125516462,125517486
1,138275395,138276419
1,52157003,52158027
1,237086463,237087487
1,192870731,192871755
1,180458442,180459466
1,240588184,240589208
1,53718956,53719980
1,91090774,91091798
1,62043608,62044632
1,77315190,77316214
1,221652007,221653031
1,244222215,244223239
1,126923972,126924996
1,179553139,179554163
1,80492607,80493631
1,244460282,244461306
1,188598024,188599048
1,49722537,49723561
1,150492445,150493469
1,109314603,109315627
1,92123456,92124480
1,222195478,222196502
1,44061416,44062440
1,243000426,243001450
1,92510043,92511067
1,78384260,78385284
1,212811871,212812895
1,50472796,50473820
1,98160132,98161156
1,208425605,208426629
1,242472451,242473475
1,87806433,87807457
1,149869843,149870867
1,187289851,187290875
1,6155141,6156165
1,178891412,178892436
1,20569229,20570253
1,81398166,81399190
1,23818916,23819940
1,231388768,231389792
1,95295875,95296899
1,58191511,58192535
1,4688104,4689128
1,125859842,125860866
1,1515096,1516120
1,103998623,103999647
1,232066256,232067280
1,111914063,111915087
1,205940966,205941990
1,97149961,97150985
1,190332175,190333199
1,237112810,237113834
1,137343125,137344149
1,6117120,6118144
1,207822148,207823172
1,202200399,202201423
1,79491357,79492381
1,67938284,67939308
1,168849995,168851019
1,13231297,13232321
1,57064765,57065789
1,169296962,169297986
1,234986258,234987282
1,129967355,129968379
1,161281574,161282598
1,158745996,158747020
1,236150341,236151365
1,123636958,123637982
1,156649441,156650465
1,107466960,107467984
1,30237083,30238107
1,207201657,207202681
1,122513036,122514060
1,60017886,60018910
1,93124007,93125031
1,124512867,124513891
1,57113839,57114863
1,22531259,22532283
1,19004463,19005487
1,162876625,162877649
1,73459607,73460631
1,55576295,55577319
1,158981559,158982583
1,166023153,166024177
1,65490253,65491277
1,121870045,121871069
1,183849090,183850114
1,230195219,230196243
1,174301102,174302126
1,246861233,246862257
1,98688334,98689358
1,60342031,60343055
1,159224916,159225940
1,200636555,200637579
1,4814358,4815382
1,152466284,152467308
1,246168906,246169930
1,44318781,44319805
1,107726555,107727579
1,119918429,119919453
1,62305574,62306598
1,94271683,94272707
1,211378509,211379533
1,123252741,123253765
1,23464560,23465584
1,141193189,141194213
1,43475528,43476552
1,68962152,68963176
1,116230891,116231915
1,64425910,64426934
1,156505106,156506130
1,160874718,160875742
1,88879357,88880381
1,133461039,133462063
1,210329740,210330764
1,44818999,44820023
1,131475858,131476882
1,2820144,2821168
1,172969886,172970910
1,187066000,187067024
1,111522597,111523621
1,117332423,117333447
1,112969241,112970265
1,114087752,114088776
1,40953610,40954634
1,230170240,230171264
1,146051335,146052359
1,44010490,44011514
1,15515599,15516623
1,33800227,33801251
1,35914037,35915061
1,16394561,16395585
1,42512843,42513867
1,161524171,161525195
1,237945352,237946376
1,212230760,212231784
1,70551972,70552996
1,26781095,26782119
1,168952575,168953599
1,137434963,137435987
1,53630052,53631076
1,38992629,38993653
1,110830765,110831789
1,201934579,201935603
1,106452762,106453786
1,69367986,69369010
1,242603564,242604588
1,246775947,246776971
1,54884713,54885737
1,165094659,165095683
1,88138,89162
1,118958166,118959190
1,173204830,173205854
1,61710385,61711409
1,51503221,51504245
1,10428644,10429668
1,182684659,182685683
1,104566497,104567521
1,39315310,39316334
1,198120158,198121182
1,227065308,227066332
1,14305599,14306623
1,216183295,216184319
1,96487382,96488406
1,135171757,135172781
1,132179296,132180320
1,63364628,63365652
1,22046603,22047627
1,154469238,154470262
1,61728104,61729128
1,135244700,135245724
1,128213719,128214743
1,141177991,141179015
1,171216460,171217484
1,180426863,180427887
1,69144148,69145172
1,138120681,138121705
1,110600611,110601635
1,203081145,203082169
1,28460114,28461138
1,123164387,123165411
1,107010423,107011447
1,240478696,240479720
1,19484264,19485288
2,173900828,173901852
2,96174471,96175495
2,58821875,58822899
2,66736426,66737450
2,28212627,28213651
2,174128680,174129704
2,104896192,104897216
2,116281144,116282168
2,111211815,111212839
2,107778985,107780009
2,87583993,87585017
2,229068229,229069253
2,196630125,196631149
2,100794339,100795363
2,59068370,59069394
2,187696032,187697056
2,46255716,46256740
2,162756040,162757064
2,136001912,136002936
2,169856255,169857279
2,109192823,109193847
2,56967080,56968104
2,56994697,56995721
2,109615952,109616976
2,169611891,169612915
2,15617526,15618550
2,98501454,98502478
2,137661414,137662438
2,44599199,44600223
2,61684304,61685328
2,52615586,52616610
2,133688914,133689938
2,31279695,31280719
2,75058120,75059144
2,129337676,129338700
2,196996039,196997063
2,78413750,78414774
2,195264440,195265464
2,118649873,118650897
2,13313309,13314333
2,77663899,77664923
2,182066076,182067100
2,106957142,106958166
2,10626354,10627378
2,108941343,108942367
2,6624344,6625368
2,138610183,138611207
2,66517266,66518290
2,100060374,100061398
2,226656406,226657430
2,229192922,229193946
2,213224876,213225900
2,237001498,237002522
2,122792340,122793364
2,55371140,55372164
2,104190199,104191223
2,218076564,218077588
2,145815651,145816675
2,200984288,200985312
2,101060242,101061266
2,45096302,45097326
2,54709394,54710418
2,116297485,116298509
2,147237954,147238978
2,69917005,69918029
2,181273834,181274858
2,168850996,168852020
2,114724859,114725883
2,157450813,157451837
2,133406775,133407799
2,63305346,63306370
2,124417433,124418457
2,225857075,225858099
2,96872785,96873809
2,177558850,177559874
2,157737273,157738297
2,4123948,4124972
2,36279930,36280954
2,113885271,113886295
2,205904994,205906018
2,213651861,213652885
2,188086015,188087039
2,213919405,213920429
2,78717363,78718387
2,213545775,213546799
2,182125405,182126429
2,51822730,51823754
2,239731110,239732134
2,128769469,128770493
2,178884878,178885902
2,120412679,120413703
2,223700353,223701377
2,129901338,129902362
2,198372165,198373189
2,198100309,198101333
2,133481959,133482983
2,201796764,201797788
2,79087652,79088676
2,126033620,126034644
2,72997494,72998518
2,202010020,202011044
2,10998873,10999897
2,167643262,167644286
2,25094213,25095237
2,100190779,100191803
2,100732417,100733441
2,82697142,82698166
2,111918329,111919353
2,172395083,172396107
2,97552551,97553575
2,210267806,210268830
2,31636244,31637268
2,83263012,83264036
2,220551015,220552039
2,4187275,4188299
2,213708829,213709853
2,164470459,164471483
2,72306920,72307944
2,110485129,110486153
